ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
1160504480,2022-11-28 16:41:26,2022-11-28 16:41:52,Unknown,Android,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Rutherfordton,Unknown,female,> 54,1947,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,divorced,zero,university,retired,education,white,lower_ii,en,faculty_staff,twohundrendfiftyone_to_fivehundrends,28139 US,28139,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,1.79,
-1565826628,2022-11-28 16:39:27,2022-11-28 16:41:55,Unknown,Web,Audience 1,US,North Carolina,"Johnston, North Carolina, United States",Clayton,Unknown,female,25 - 34,1994,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a week,married,zero,university,self_employed,real_estate_rental_or_leasing,hispanic,lower_i,en,prefer_not_to_say,two_to_five,27609 US,27520,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.84,
1284231804,2022-11-29 07:20:30,2022-11-29 07:21:01,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,female,35 - 44,1978,Once a year or less,At least once a week,At least once a week,Several times a year,Several times a year,Never,Once a year or less,married,zero,vocational_technical_college,employed_for_wages,transportation_and_warehousing,white,lower_i,en,foreman,fivehundrendsone_to_thousand,,28451,South,South Atlantic,7,550,Wilmington,0.7,
-1557102588,2022-11-28 16:35:42,2022-11-28 16:36:14,Unknown,iOS,Audience 1,US,North Carolina,"Surry, North Carolina, United States",Mount Airy,Unknown,male,18 - 24,2003,Several times a year,At least once a month,At least once a month,Several times a year,Several times a year,Several times a year,At least once a week,single,zero,high_school,employed_for_wages,legal_services,white,middle_i,en,sales_staff,fiftyone_to_hundrend,,27030,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.58,
1331072734,2022-11-28 21:55:38,2022-11-28 21:56:16,Unknown,Android,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,Unknown,female,25 - 34,1992,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,living_with_partner,three,university,self_employed,retail,white,lower_i,en,owner_partner,two_to_five,27040 US,27101,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.57,
1450398558,2022-11-28 20:14:34,2022-11-28 20:15:14,Unknown,iOS,Audience 1,US,North Carolina,"Montgomery, North Carolina, United States",Troy,Unknown,female,18 - 24,2003,Never,Several times a year,Several times a year,Never,Several times a year,At least once a month,Never,single,zero,university,student,other,black,middle_i,en,not_work,do_not_work,29920 US,27371,South,South Atlantic,8,518,Greensboro-H.Point-W.Salem,0.48,
423945992,2022-11-28 16:59:52,2022-11-28 17:00:16,Unknown,Web,Audience 1,US,North Carolina,"Catawba, North Carolina, United States",Newton,Unknown,female,35 - 44,1979,At least once a week,Several times a year,At least once a month,Several times a year,At least once a week,At least once a month,At least once a month,separated,two,vocational_technical_college,unemployed_looking,information_other,white,lower_ii,en,middle_management,two_to_five,28658 US,28658,South,South Atlantic,10,517,Charlotte,0.55,
176617396,2022-11-28 17:57:10,2022-11-28 17:57:46,Unknown,iOS,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Richlands,Unknown,male,> 54,1952,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,university,retired,other,white,lower_i,en,not_work,do_not_work,28540 US,28574,South,South Atlantic,7,545,Greenville-N.Bern-Washngtn,2.41,
-26811660,2022-12-07 23:41:42,2022-12-07 23:42:08,Apple,iOS,Audience 1,US,North Carolina,"Bladen, North Carolina, United States",Elizabethtown,Unknown,male,16 - 17,2006,Several times a year,Several times a year,At least once a week,Never,Never,At least once a week,At least once a week,single,zero,high_school,employed_for_wages,hotel_and_food_services,white,middle_i,en,middle_management,two_to_five,,28337,South,South Atlantic,9,550,Wilmington,2.08,
-1840701688,2022-11-30 20:29:29,2022-11-30 20:30:27,Unknown,iOS,Audience 1,US,North Carolina,"Haywood, North Carolina, United States",Clyde,Unknown,male,18 - 24,2004,At least once a week,At least once a month,At least once a week,Once a year or less,Once a year or less,At least once a month,At least once a week,prefer_not_to_say,zero,university,student,manufacturing_other,white,middle_i,en,not_work,six_to_ten,37932 US,28721,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.08,
191958178,2022-11-29 17:27:46,2022-11-29 17:28:22,Unknown,iOS,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Castle Hayne,Unknown,female,18 - 24,2003,At least once a month,Several times a year,Several times a year,At least once a week,At least once a month,At least once a week,Once a year or less,living_with_partner,zero,high_school,unemployed_looking,manufacturing_other,white,lower_i,en,faculty_staff,greater_than_fivethousands,28429 US,28429,South,South Atlantic,7,550,Wilmington,0.48,
747823341,2022-11-28 16:13:01,2022-11-28 16:15:20,Unknown,Android,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,35 - 44,1978,At least once a week,At least once a week,At least once a week,Several times a year,At least once a month,At least once a month,At least once a week,single,zero,high_school,employed_for_wages,other,other,lower_ii,en,other_non_management,twohundrendfiftyone_to_fivehundrends,28216 US,28216,South,South Atlantic,12,517,Charlotte,0.7,
1966816471,2022-11-28 16:23:31,2022-11-28 16:24:18,Unknown,iOS,Audience 1,US,North Carolina,"Union, North Carolina, United States",Monroe,Unknown,male,18 - 24,2004,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,single,one,high_school,student,other,white,middle_i,en,not_work,do_not_work,28103 US,28110,South,South Atlantic,9,517,Charlotte,2.08,
-1038152062,2022-11-29 15:15:51,2022-11-29 15:16:29,Apple,iOS,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Rutherfordton,AT&T,female,> 54,1949,At least once a week,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,At least once a month,single,three,vocational_technical_college,retired,health_care_and_social_assistance,white,lower_ii,en,other_non_management,do_not_work,,28139,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,2.0,
-739341464,2022-11-28 16:26:08,2022-11-28 16:26:29,Unknown,iOS,Audience 1,US,North Carolina,"Rowan, North Carolina, United States",Salisbury,Unknown,female,45 - 54,1971,At least once a week,Several times a year,Never,Once a year or less,Never,Never,Never,married,one,university,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,faculty_staff,greater_than_fivethousands,28146 US,28146,South,South Atlantic,13,517,Charlotte,1.18,
405508908,2022-11-28 17:36:07,2022-11-28 17:36:21,Unknown,iOS,Audience 1,US,North Carolina,"Edgecombe, North Carolina, United States",Tarboro,Unknown,female,18 - 24,2001,Once a year or less,At least once a month,At least once a month,Once a year or less,At least once a week,Several times a year,At least once a week,single,zero,university,employed_for_wages,fashion_apparel,black,lower_i,en,faculty_staff,fiftyone_to_hundrend,27886 US,27886,South,South Atlantic,1,560,Raleigh-Durham (Fayetvlle),0.48,
-1144598766,2022-11-28 16:03:49,2022-11-28 16:04:19,Unknown,Web,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,35 - 44,1979,At least once a week,At least once a week,At least once a month,Several times a year,At least once a month,At least once a month,At least once a month,living_with_partner,one,high_school,homemaker,homemaker,white,middle_ii,en,other_non_management,two_to_five,28081 US,28213,South,South Atlantic,12,517,Charlotte,0.55,
-1021237213,2022-11-29 02:24:19,2022-11-29 02:25:37,Unknown,Web,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,female,45 - 54,1975,At least once a month,Once a year or less,At least once a week,Several times a year,Several times a year,Once a year or less,Several times a year,separated,one,high_school,employed_for_wages,manufacturing_other,white,lower_ii,en,technical_staff,hundrendone_to_twohundrendsfifty,28306 US,28306,South,South Atlantic,9,550,Wilmington,0.7,
-792616400,2022-11-29 02:33:31,2022-11-29 02:34:32,Unknown,Web,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Richlands,Unknown,male,35 - 44,1982,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,single,zero,university,unemployed_looking,hotel_and_food_services,black,lower_ii,en,owner_partner,two_to_five,28466 US,28574,South,South Atlantic,7,545,Greenville-N.Bern-Washngtn,0.67,
-256696397,2022-11-28 18:58:32,2022-11-28 18:59:02,Unknown,Web,Audience 1,US,North Carolina,"Lee, North Carolina, United States",Sanford,Unknown,male,35 - 44,1981,At least once a week,Never,At least once a week,Several times a year,Once a year or less,Never,Never,separated,one,high_school,employed_for_wages,utilities,black,high_ii,en,hr_manager,twentysix_to_fifty,,27332,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.67,
-1755141907,2022-11-30 01:53:54,2022-11-30 01:54:24,Unknown,Web,Audience 1,US,North Carolina,"McDowell, North Carolina, United States",Nebo,Unknown,female,35 - 44,1983,Never,Never,Never,Never,Never,Never,Never,separated,three,postgraduate,unemployed_looking,manufacturing_computer_and_electronics,asian,middle_ii,en,prefer_not_to_say,two_to_five,28779 US,28761,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.55,
1396010127,2022-11-28 17:22:54,2022-11-28 17:23:34,Unknown,Android,Audience 1,US,North Carolina,"Jackson, North Carolina, United States",Cullowhee,Unknown,male,35 - 44,1980,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,university,employed_for_wages,hotel_and_food_services,white,lower_ii,en,faculty_staff,twentysix_to_fifty,28731 US,28723,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.67,
-980922783,2022-11-28 17:25:38,2022-11-28 17:25:46,Unknown,Android,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",High Point,Unknown,female,18 - 24,2000,At least once a week,At least once a week,At least once a week,At least once a week,Once a year or less,Once a year or less,At least once a week,divorced,zero,high_school,employed_for_wages,finance_and_insurance,white,lower_i,en,faculty_staff,six_to_ten,27260 US,27260,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.48,
-72482263,2022-12-06 04:58:58,2022-12-06 04:59:31,Unknown,Android,Audience 1,US,North Carolina,"Columbus, North Carolina, United States",Whiteville,Unknown,male,18 - 24,2002,At least once a week,Several times a year,Once a year or less,Once a year or less,Never,Several times a year,Several times a year,married,zero,high_school,self_employed,automotive,black,lower_i,en,owner_partner,six_to_ten,28301 US,28472,South,South Atlantic,7,550,Wilmington,0.58,
-2145405832,2022-11-28 16:31:07,2022-11-28 16:31:32,Unknown,Android,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Arden,Unknown,male,> 54,1961,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,divorced,zero,vocational_technical_college,retired,transportation_and_warehousing,white,lower_i,en,not_work,greater_than_fivethousands,28704 US,28704,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.7,
-278768887,2022-11-29 17:04:56,2022-11-29 17:05:28,Unknown,Web,Audience 1,US,North Carolina,"Carteret, North Carolina, United States",Morehead City,Unknown,female,18 - 24,1998,At least once a month,Never,Several times a year,At least once a month,At least once a week,At least once a week,At least once a month,living_with_partner,zero,university,unemployed_not_looking,retail,white,high_iii,en,c_level_executive,do_not_work,28557 US,28557,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
496223172,2022-11-28 16:25:03,2022-11-28 16:25:34,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Greensboro,Unknown,female,18 - 24,2003,Several times a year,At least once a month,Never,At least once a week,At least once a month,At least once a month,Several times a year,single,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,middle_i,en,technical_staff,twentysix_to_fifty,,27406,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.48,
-1523782627,2022-11-28 21:38:25,2022-11-28 21:38:56,Unknown,Web,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Burlington,Unknown,male,25 - 34,1990,Several times a year,Once a year or less,At least once a week,Once a year or less,At least once a month,Once a year or less,At least once a month,living_with_partner,zero,high_school,employed_for_wages,personal_services,white,lower_ii,en,product_manager,eleven_to_twentyfive,,27215,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.69,
1364615296,2022-11-28 19:35:31,2022-11-28 19:35:50,Unknown,iOS,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,female,18 - 24,1999,At least once a week,At least once a week,Several times a year,At least once a week,At least once a week,At least once a month,At least once a week,single,zero,university,employed_for_wages,wholesale,white,lower_i,en,supervisor,greater_than_fivethousands,28401 US,28412,South,South Atlantic,7,550,Wilmington,0.48,
-1558953894,2022-12-01 11:23:35,2022-12-01 11:24:04,Unknown,iOS,Audience 1,US,North Carolina,"Bladen, North Carolina, United States",White Oak,Unknown,female,18 - 24,2004,Never,Once a year or less,Never,Never,Never,Never,Never,prefer_not_to_say,zero,university,homemaker,other,black,lower_i,en,not_work,do_not_work,28399 US,28399,South,South Atlantic,9,550,Wilmington,1.72,
-1441760614,2022-11-28 17:05:10,2022-11-28 17:05:42,Unknown,Web,Audience 1,US,North Carolina,"Columbus, North Carolina, United States",Riegelwood,Unknown,male,45 - 54,1974,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,separated,zero,vocational_technical_college,retired,retired,white,lower_i,en,prefer_not_to_say,do_not_work,28451 US,28456,South,South Atlantic,7,550,Wilmington,0.84,
-47340498,2022-11-29 07:23:55,2022-11-29 07:24:33,Unknown,Web,Audience 1,US,North Carolina,"Columbus, North Carolina, United States",Whiteville,Unknown,male,45 - 54,1974,At least once a week,Several times a year,Several times a year,Several times a year,At least once a month,Once a year or less,At least once a week,married,one,university,self_employed,advertising,white,high_ii,en,owner_partner,fiftyone_to_hundrend,33311 US,28472,South,South Atlantic,7,550,Wilmington,0.84,
1310108151,2022-11-28 19:26:26,2022-11-28 19:27:04,Unknown,Android,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,male,35 - 44,1987,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a month,single,zero,vocational_technical_college,self_employed,construction,white,middle_ii,en,c_level_executive,six_to_ten,28312 US,28312,South,South Atlantic,9,550,Wilmington,0.71,
